county,state,cbsa,kind
Falls Church city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Fredericksburg city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Manassas city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Manassas Park city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Jefferson County,West Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Frederick County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Montgomery County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
District of Columbia,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Charles County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Prince George's County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
Fayette County,Ohio,"Washington Court House, OH",Micropolitan Statistical Area
Naugatuck Valley Planning Region,Connecticut,"Waterbury-Shelton, CT",Metropolitan Statistical Area
Black Hawk County,Iowa,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area
Bremer County,Iowa,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area
Grundy County,Iowa,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area
Codington County,South Dakota,"Watertown, SD",Micropolitan Statistical Area
Jefferson County,Wisconsin,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area
Jefferson County,New York,"Watertown-Fort Drum, NY",Metropolitan Statistical Area
Marathon County,Wisconsin,"Wausau, WI",Metropolitan Statistical Area
Pierce County,Georgia,"Waycross, GA",Micropolitan Statistical Area
Ware County,Georgia,"Waycross, GA",Micropolitan Statistical Area
Haywood County,North Carolina,"Waynesville, NC",Micropolitan Statistical Area
Custer County,Oklahoma,"Weatherford, OK",Micropolitan Statistical Area
Washita County,Oklahoma,"Weatherford, OK",Micropolitan Statistical Area
Jefferson County,Ohio,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area
Brooke County,West Virginia,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area
Hancock County,West Virginia,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area
Chelan County,Washington,"Wenatchee-East Wenatchee, WA",Metropolitan Statistical Area
Douglas County,Washington,"Wenatchee-East Wenatchee, WA",Metropolitan Statistical Area
Howell County,Missouri,"West Plains, MO",Micropolitan Statistical Area
Belmont County,Ohio,"Wheeling, WV-OH",Metropolitan Statistical Area
Marshall County,West Virginia,"Wheeling, WV-OH",Metropolitan Statistical Area
Ohio County,West Virginia,"Wheeling, WV-OH",Metropolitan Statistical Area
Walworth County,Wisconsin,"Whitewater-Elkhorn, WI",Micropolitan Statistical Area
Butler County,Kansas,"Wichita, KS",Metropolitan Statistical Area
Harvey County,Kansas,"Wichita, KS",Metropolitan Statistical Area
Sedgwick County,Kansas,"Wichita, KS",Metropolitan Statistical Area
Sumner County,Kansas,"Wichita, KS",Metropolitan Statistical Area
Archer County,Texas,"Wichita Falls, TX",Metropolitan Statistical Area
Clay County,Texas,"Wichita Falls, TX",Metropolitan Statistical Area
Wichita County,Texas,"Wichita Falls, TX",Metropolitan Statistical Area
Sumter County,Florida,"Wildwood-The Villages, FL",Metropolitan Statistical Area
Lycoming County,Pennsylvania,"Williamsport, PA",Metropolitan Statistical Area
Williams County,North Dakota,"Williston, ND",Micropolitan Statistical Area
Kandiyohi County,Minnesota,"Willmar, MN",Micropolitan Statistical Area
Brunswick County,North Carolina,"Wilmington, NC",Metropolitan Statistical Area
New Hanover County,North Carolina,"Wilmington, NC",Metropolitan Statistical Area
Pender County,North Carolina,"Wilmington, NC",Metropolitan Statistical Area
Clinton County,Ohio,"Wilmington, OH",Micropolitan Statistical Area
Wilson County,North Carolina,"Wilson, NC",Micropolitan Statistical Area
Franklin County,Tennessee,"Winchester, TN",Micropolitan Statistical Area
Frederick County,Virginia,"Winchester, VA-WV",Metropolitan Statistical Area
Winchester city,Virginia,"Winchester, VA-WV",Metropolitan Statistical Area
Hampshire County,West Virginia,"Winchester, VA-WV",Metropolitan Statistical Area
Humboldt County,Nevada,"Winnemucca, NV",Micropolitan Statistical Area
Winona County,Minnesota,"Winona, MN",Micropolitan Statistical Area
Davidson County,North Carolina,"Winston-Salem, NC",Metropolitan Statistical Area
Davie County,North Carolina,"Winston-Salem, NC",Metropolitan Statistical Area
Forsyth County,North Carolina,"Winston-Salem, NC",Metropolitan Statistical Area
Stokes County,North Carolina,"Winston-Salem, NC",Metropolitan Statistical Area
Yadkin County,North Carolina,"Winston-Salem, NC",Metropolitan Statistical Area
Wood County,Wisconsin,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area
Woodward County,Oklahoma,"Woodward, OK",Micropolitan Statistical Area
Wayne County,Ohio,"Wooster, OH",Micropolitan Statistical Area
Worcester County,Massachusetts,"Worcester, MA",Metropolitan Statistical Area
Nobles County,Minnesota,"Worthington, MN",Micropolitan Statistical Area
Yakima County,Washington,"Yakima, WA",Metropolitan Statistical Area
Yankton County,South Dakota,"Yankton, SD",Micropolitan Statistical Area
York County,Pennsylvania,"York-Hanover, PA",Metropolitan Statistical Area
Mahoning County,Ohio,"Youngstown-Warren, OH",Metropolitan Statistical Area
Trumbull County,Ohio,"Youngstown-Warren, OH",Metropolitan Statistical Area
Sutter County,California,"Yuba City, CA",Metropolitan Statistical Area
Yuba County,California,"Yuba City, CA",Metropolitan Statistical Area
Yuma County,Arizona,"Yuma, AZ",Metropolitan Statistical Area
Muskingum County,Ohio,"Zanesville, OH",Micropolitan Statistical Area
Zapata County,Texas,"Zapata, TX",Micropolitan Statistical Area
